Stocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris - Euronext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument's name,ISIN,Euronext code,Market,Symbol,ICB Sector (Level 4),Trading currency,Last,Volume,D/D-1 (%),Date - time (CET),Turnover,Total number of shares,Capitalisation,Compartment,Investment zone,Eligibility,Trading mode,Day First,Day High,Day High / Date - time (CET),Day Low,Day Low / Date - time (CET), 31-12/Change (%), 31-12/High, 31-12/High/Date, 31-12/Low, 31-12/Low/Date, 52 weeks/Change (%), 52 weeks/High, 52 weeks/High/Date, 52 weeks/Low, 52 weeks/Low/Date,Website,Investor relation contact,Phone number,ICB Sector (Level 1),ICB Sector (Level 2),ICB Sector (Level 3),Personal equity saving plan eligibility,Deferred Settlement Service,Halted,Halted / Date - time (CET)
CYBERGUN,FR0004031839,FR0004031839,PAR,CYB,3747 Toys,EUR,7.5,28088,-2.47,2009/12/11 17:35,211608,"4,704,317","35,282,378",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,7.56,7.69,2009/12/11 9:18,7.33,2009/12/11 16:59,-37.26,14.55,2009/6/11,7.33,2009/12/11,-37.31,14.55,2009/6/11,7.33,2009/12/11,"=LIEN_HYPERTEXTE(""http://www.cybergun.com"";""http://www.cybergun.com"")",MARSAC,+ 32 496 25 24 28,3000 ConsumerGoods,3700 Personal,3740 Leisure Goods,Yes,No,-,-
CYBERNETIX,FR0000036162,FR0000036162,PAR,CYBX,2757 Industrial Machinery,EUR,18.85,502,0,2009/12/11 16:19,9463,"1,625,791","30,646,160",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,18.85,18.85,2009/12/11 11:34,18.85,2009/12/11 11:34,21.61,18.99,2022/11/11,8.4,2022/9/11,26.51,18.99,2022/11/11,8.4,2022/9/11,"=LIEN_HYPERTEXTE(""http://www.cybernetix.fr"";""http://www.cybernetix.fr"")",-,-,2000 Industrials,2700 Industrial Goods & Services,2750 Industrial Engineering,Yes,No,-,-
DALET,FR0011026749,FR0011026749,PAR,DLT,9537 Software,EUR,3.65,380,0,2009/12/11 17:35,1398,"3,529,472","12,882,573",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,3.72,3.73,2009/12/11 16:27,3.65,2009/12/11 17:35,1.39,5.48,2014/6/11,3.27,2023/11/11,2.82,5.48,2014/6/11,3.27,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.dalet.com"";""http://www.dalet.com"")",-,-,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
DANE ELEC MEMORY,FR0000036774,FR0000036774,PAR,DAN,9576 Semiconductors,EUR,0.36,39201,5.88,2009/12/11 17:35,13583,"25,559,433","9,201,396",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,0.34,0.36,2009/12/11 17:35,0.34,2009/12/11 9:32,-53.85,0.98,2006/1/11,0.32,2028/11/11,-52.63,0.98,2006/1/11,0.32,2028/11/11,"=LIEN_HYPERTEXTE(""http://www.dane-elec.com"";""http://www.dane-elec.com"")",Kevin Taylor,01 49 72 84 18,9000 Technology,9500 Technology,9570 Technology Hardware & Equipment,Yes,No,-,-
DANEELECBSAR13,FR0010329292,FR0010329292,PAR,DANBR,9576 Semiconductors,EUR,0.035,5000,52.17,2007/12/11 10:18,175,"2,019,006","70,665",null,French zone  ,PEA eligible,Continuous,0.035,0.035,2007/12/11 10:18,0.035,2007/12/11 10:18,-23.91,0.065,2022/2/11,0.01,2008/6/11,-14.63,0.07,2022/2/11,0.01,2008/6/11,-,-,-,9000 Technology,9500 Technology,9570 Technology Hardware & Equipment,Yes,No,-,-
DANONE,FR0000120644,FR0000120644,PAR,BN,3577 Food Products,EUR,47.86,1518278,0.55,2009/12/11 17:39,70990513,"648,861,000","31,054,487,460",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,47.305,47.95,2009/12/11 17:28,46.915,2009/12/11 9:43,1.79,53.16,2008/7/11,41.92,2023/9/11,1.59,53.16,2008/7/11,41.92,2023/9/11,"=LIEN_HYPERTEXTE(""http://www.danone.fr"";""http://www.danone.fr"")",Antoine GUTTINGER,+33 (0)1 44 35 20 76,3000 ConsumerGoods,3500 Food & Beverage,3570 Food Producers,Yes,Yes,-,-
DASSAULT AVIATION,FR0000121725,FR0000121725,PAR,AM,2713 Aerospace,EUR,600,54,2.56,2009/12/11 17:27,32766,"10,125,897","6,075,538,200",Compartment A (Large Caps),French zone  ,PEA eligible,Continuous,602,610,2009/12/11 17:02,600,2009/12/11 17:27,-0.17,720,1930/5/11,550.99,2025/11/11,0,720,1930/5/11,550.99,2025/11/11,"=LIEN_HYPERTEXTE(""http://www.dassault-aviation.com"";""http://www.dassault-aviation.com"")",Segalen Loik,+33 01.47.11.87.85,2000 Industrials,2700 Industrial Goods & Services,2710 Aerospace & Defense,Yes,No,-,-
DASSAULT SYSTEMES,FR0000130650,FR0000130650,PAR,DSY,9537 Software,EUR,61.04,198157,0.43,2009/12/11 17:35,12073850,"120,868,123","7,377,790,228",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,60.38,61.5,2009/12/11 10:00,60.01,2009/12/11 15:23,8.19,63.84,2027/10/11,49.065,2009/8/11,9.31,63.84,2027/10/11,49.07,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.3ds.com"";""http://www.3ds.com"")",François-Jos?BORDONADO,+33 1 61 62 69 24,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,Yes,-,-
DELFINGEN,FR0000054132,FR0000054132,PAR,DELF,3355 Auto Parts,EUR,7.1,205,0.14,2009/12/11 15:30,1335,"2,037,440","14,465,824",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,7.09,7.1,2009/12/11 15:30,6.5,2009/12/11 13:05,-30.39,12.73,2007/2/11,6.5,2009/12/11,-28.28,12.73,2007/2/11,6.5,2009/12/11,"=LIEN_HYPERTEXTE(""http://www.delfingen.com"";""http://www.delfingen.com"")",Mme Dominique Monange,(+33)(0)3.81.90.73.00,3000 ConsumerGoods,3300 Automobiles & Parts,3350 Automobiles & Parts,Yes,No,-,-
DELTA PLUS GROUP,FR0004152502,FR0004152502,PAR,DLTA,3763 Clothing & Accessories,EUR,22.3,730,0.68,2009/12/11 16:32,16169,"1,833,665","40,890,730",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,22.16,22.58,2009/12/11 14:58,21.51,2009/12/11 10:30,-7.47,29.78,2014/4/11,20.2,2025/11/11,-8.98,29.78,2014/4/11,20.2,2025/11/11,"=LIEN_HYPERTEXTE(""http://www.deltaplus-group.com"";""http://www.deltaplus-group.com"")",MAEGHT,490742033,3000 ConsumerGoods,3700 Personal,3760 Personal Goods,Yes,No,-,-
DELTAPLU BSAR1211,FR0010202655,FR0010202655,PAR,DLTBR,3763 Clothing & Accessories,EUR,5.03,50,21.5,2029/7/11 12:00,252,"79,600","400,388",null,French zone  ,PEA eligible,Double call auction,5.03,5.03,2029/7/11 12:00,5.03,2029/7/11 12:00,52.42,5.04,2027/5/11,2.8,2028/2/11,357.27,5.04,2027/5/11,0.99,1930/8/10,-,-,-,3000 ConsumerGoods,3700 Personal,3760 Personal Goods,Yes,No,Halted,2009/12/11
DERICHEBOURG,FR0000053381,FR0000053381,PAR,DBG,2791 Business Support Services,EUR,2.247,1110524,3.55,2009/12/11 17:35,2486976,"168,082,030","377,680,321",Compartment B (Mid Caps),French zone  ,"Issue price currency,PEA eligible",Continuous,2.177,2.3,2009/12/11 9:21,2.177,2009/12/11 9:00,-56.9,6.66,2011/5/11,1.851,2023/11/11,-43.67,6.66,2011/5/11,1.85,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.derichebourg.com"";""http://www.derichebourg.com"")",Bernard Regis,144754024,2000 Industrials,2700 Industrial Goods & Services,2790 Support Services,Yes,No,-,-
DERICHEBOURGBS0317,FR0010198309,FR0010198309,PAR,DBGBS,2791 Business Support Services,EUR,0,0,-,-,0,"12,738,854",0,null,French zone  ,PEA eligible,Continuous,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,-,-,-,2000 Industrials,2700 Industrial Goods & Services,2790 Support Services,Yes,No,-,-
DEVERNOIS,FR0000060840,FR0000060840,PAR,DEVR,3763 Clothing & Accessories,EUR,82,2,0,2016/11/11 11:30,164,"299,058","24,522,756",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,82,82,2016/11/11 11:30,82,2016/11/11 11:30,15.49,105.5,2011/4/11,63.61,2004/8/11,1.23,105.5,2011/4/11,63.61,2004/8/11,"=LIEN_HYPERTEXTE(""http://www.devernois.fr"";""http://www.devernois.fr"")",Denis Poncet,33477442123,3000 ConsumerGoods,3700 Personal,3760 Personal Goods,Yes,No,-,-
DEVOTEAM,FR0000073793,FR0000073793,PAR,DVT,9533 Computer Services,EUR,11.31,11141,1.89,2009/12/11 17:35,124955,"10,524,660","119,033,905",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,11,11.46,2009/12/11 13:39,11,2009/12/11 9:00,-42.3,21.7,2021/2/11,9.4,2024/11/11,-40.63,21.7,2021/2/11,9.4,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.devoteam.com"";""http://www.devoteam.com"")",Cayatte,00 33 1 41 49 48 24,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
DEVOTEAM BSAR1112,FR0010379529,FR0010379529,PAR,DVTBS,9533 Computer Services,EUR,0.639,5,-1.69,2015/9/11 9:00,3,"152,208","97,261",null,French zone  ,PEA eligible,Continuous,0.639,0.639,2015/9/11 9:00,0.639,2015/9/11 9:00,6.5,1.4,2021/1/11,0.33,2018/5/11,-39.14,1.4,2021/1/11,0.33,2018/5/11,-,-,-,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
DEXIA,BE0003796134,BE0003796134,BRU,DEXB,8355 Banks,EUR,0.332,5457457,0.61,2009/12/11 17:35,1829396,"1,948,984,474","647,062,845",Compartment A (Large Caps),Belgium zone  ,PEA eligible,Continuous,0.33,0.347,2009/12/11 9:33,0.316,2009/12/11 9:06,-86.52,3.383,2018/2/11,0.22,2022/11/11,-88.14,3.38,2018/2/11,0.22,2022/11/11,"=LIEN_HYPERTEXTE(""http://www.dexia.com"";""http://www.dexia.com"")",Peter De Baere,00 32 2 213 57 46,8000 Financials,8300 Banks,8350 Banks,Yes,No,-,-
DEXIA STRIP,BE0005587580,BE0005587580,BRU,DEXSB,8355 Banks,EUR,0.001,843478,-50,2009/12/11 15:00,843,"684,333,504","684,334",null,Belgium zone  ,,Call auction,0.001,0.001,2009/12/11 15:00,0.001,2009/12/11 15:00,-66.67,0.004,2010/5/11,0.001,2007/12/11,-66.67,0,2010/5/11,0,2007/12/11,"=LIEN_HYPERTEXTE(""http://www.dexia.com"";""http://www.dexia.com"")",-,-,8000 Financials,8300 Banks,8350 Banks,No,No,-,-
DIAGEO,GB0002374006,GB0002374006,PAR,DGE,3535 Distillers & Vintners,EUR,16,619,0,2009/12/11 16:37,9920,"2,765,777,259","44,252,436,144",null,International zone (out of Euro)  ,PEA eligible,Continuous,16,16.19,2009/12/11 14:11,16,2009/12/11 10:08,14.61,16.5,2005/12/11,12.35,2008/8/11,15.86,16.5,2005/12/11,12.35,2008/8/11,"=LIEN_HYPERTEXTE(""http://www.diageo.com"";""http://www.diageo.com"")",-,-,3000 ConsumerGoods,3500 Food & Beverage,3530 Beverages,Yes,No,-,-
DIAGNOSTIC MEDICAL,FR0000063224,FR0000063224,PAR,DGM,4535 Medical Equipment,EUR,0.29,65181,0,2009/12/11 17:35,18345,"41,897,805","12,150,363",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,0.28,0.29,2009/12/11 12:08,0.28,2009/12/11 9:00,-17.14,0.45,2013/1/11,0.25,2011/8/11,-19.44,0.45,2013/1/11,0.25,2011/8/11,"=LIEN_HYPERTEXTE(""http://www.dms.com"";""http://www.dms.com"")",-,-,4000 HealthCare,4500 Health Care,4530 Health Care Equipment & Services,Yes,No,-,-
DIGIGRAM,FR0000035784,FR0000035784,PAR,DIG,9572 Computer Hardware,EUR,1,4877,0,2009/12/11 16:30,4877,"2,100,000","2,100,000",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,1,1,2009/12/11 11:30,1,2009/12/11 11:30,5.26,1.03,2005/7/11,0.55,2002/12/11,5.26,1.03,2005/7/11,0.55,2002/12/11,"=LIEN_HYPERTEXTE(""http://www.digigram.com"";""http://www.digigram.com"")",MARCHAL,476524747,9000 Technology,9500 Technology,9570 Technology Hardware & Equipment,Yes,No,-,-
DMS BC,FR0010944876,FR0010944876,PAR,DGMBC,4535 Medical Equipment,EUR,0.037,5250,-11.9,2007/12/11 15:32,198,"13,699,954","506,898",null,French zone  ,PEA eligible,Continuous,0.038,0.038,2007/12/11 13:54,0.037,2007/12/11 15:32,-65.09,0.149,2013/1/11,0.02,2025/11/11,-66.36,0.15,2013/1/11,0.02,2025/11/11,-,-,-,4000 HealthCare,4500 Health Care,4530 Health Care Equipment & Services,Yes,No,-,-
DMS BSA D,FR0010944884,FR0010944884,PAR,DGMBD,4535 Medical Equipment,EUR,0.027,10322,0,2009/12/11 9:37,289,"13,862,998","374,301",null,French zone  ,PEA eligible,Continuous,0.028,0.028,2009/12/11 9:37,0.027,2009/12/11 9:37,-50,0.099,2024/1/11,0.027,2007/12/11,-47.06,0.1,2024/1/11,0.03,2007/12/11,-,-,-,4000 HealthCare,4500 Health Care,4530 Health Care Equipment & Services,Yes,No,-,-
DNXCORP,FR0010436584,FR0010436584,PAR,DNX,5379 Specialty Retailers,EUR,14.99,4915,0.6,2009/12/11 15:52,72598,"2,834,575","42,490,279",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,14.88,14.99,2009/12/11 10:35,14.4,2009/12/11 15:17,-45.25,28.05,2009/2/11,14.4,2009/12/11,-41.7,28.05,2009/2/11,14.4,2009/12/11,"=LIEN_HYPERTEXTE(""http://www.dnxcorp.com"";""http://www.dnxcorp.com"")",Haury,01 53 67 07 65,5000 Consumer Services,5300 Retail,5370 General Retailers,Yes,No,-,-
DOCK.PETR.AMBES AM,FR0000065260,FR0000065260,PAR,DPAM,2777 Transportation Services,EUR,70,50,2.19,2029/11/11 16:30,3500,"97,800","6,846,000",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,70,70,2029/11/11 16:30,70,2029/11/11 16:30,-14.11,97,2018/8/11,67.51,2009/11/11,-22.22,97,2018/8/11,67.51,2009/11/11,"=LIEN_HYPERTEXTE(""http://www.docks-petroles-ambes.com"";""http://www.docks-petroles-ambes.com"")",-,-,2000 Industrials,2700 Industrial Goods & Services,2770 Industrial Transportation,Yes,No,-,-
DOCKS LYONNAIS,FR0000060204,FR0000060204,PAR,DOLY,8671 Industrial & Office REITs,EUR,31.01,1,0,2009/12/11 11:30,31,"3,986,414","123,618,698",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,31.01,31.01,2009/12/11 11:30,31.01,2009/12/11 11:30,-7.43,36.7,2011/7/11,31.01,2008/12/11,-11.17,36.7,2011/7/11,31.01,2008/12/11,"=LIEN_HYPERTEXTE(""http://www.docks-lyonnais.com"";""http://www.docks-lyonnais.com"")",-,-,8000 Financials,8600 Real Estate,8670 Real Estate Investment Trusts,Yes,No,-,-
DOW CHEMICAL,US2605431038,NSCFR0DOWCP7,PAR,DOWCP,1353 Commodity Chemicals,EUR,20.64,1406,1.28,2008/12/11 13:37,29022,"981,377,835","20,255,638,514",null,International zone (out of Euro)  ,,Continuous,20.65,20.65,2008/12/11 9:00,20.63,2008/12/11 13:37,-19.09,28.92,2017/2/11,15.8,2004/10/11,-17.44,28.92,2017/2/11,15.8,2004/10/11,"=LIEN_HYPERTEXTE(""http://www.dow.com"";""http://www.dow.com"")",-,-,1000 BasicMaterials,1300 Chemicals,1350 Chemicals,No,No,-,-
DU PONT DE NEMOURS,US2635341090,NSCFR00DUPP3,PAR,DUPP,1353 Commodity Chemicals,EUR,34.2,2000,-3.42,2009/12/11 14:00,68400,"823,167,504","28,152,328,637",null,International zone (out of Euro)  ,,Continuous,34.2,34.2,2009/12/11 14:00,34.2,2009/12/11 14:00,-6.63,41,2018/2/11,28.1,2009/8/11,-6.28,41,2018/2/11,28.1,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.dupont.com"";""http://www.dupont.com"")",-,-,1000 BasicMaterials,1300 Chemicals,1350 Chemicals,No,No,-,-
DUC,FR0000036287,FR0000036287,PAR,DUC,3577 Food Products,EUR,2.47,1,9.78,2006/12/11 16:30,2,"1,862,688","4,600,839",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,2.47,2.47,2006/12/11 16:30,2.47,2006/12/11 16:30,-38.86,5,2006/4/11,1.43,2020/10/11,-38.25,5,2006/4/11,1.43,2020/10/11,"=LIEN_HYPERTEXTE(""http://www.duc.fr"";""http://www.duc.fr"")",-,-,3000 ConsumerGoods,3500 Food & Beverage,3570 Food Producers,Yes,No,-,-
DURAN,FR0010731414,FR0010731414,PAR,DRN,5553 Broadcasting & Entertainment,EUR,2.52,2770,-8.7,2005/10/11 11:30,6980,"2,843,514","7,165,655",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,2.52,2.52,2005/10/11 11:30,2.52,2005/10/11 11:30,-48.57,4.89,2004/1/11,2.52,2005/10/11,-51.54,5.2,2012/10/10,2.52,2005/10/11,"=LIEN_HYPERTEXTE(""http://www.quintaindustries.com"";""http://www.quintaindustries.com"")",-,-,5000 Consumer Services,5500 Media,5550 Media,Yes,No,Halted,1930/11/11
DYNACTION,FR0000130353,FR0000130353,PAR,DYT,1357 Specialty Chemicals,EUR,6.1,221,0,2009/12/11 12:16,1348,"3,295,842","20,104,636",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,6.09,6.1,2009/12/11 12:16,6.09,2009/12/11 9:00,-22.69,9.5,2013/5/11,5.8,1930/11/11,-26.51,9.5,2013/5/11,5.8,1930/11/11,"=LIEN_HYPERTEXTE(""http://www.dynaction.fr"";""http://www.dynaction.fr"")",-,-,1000 BasicMaterials,1300 Chemicals,1350 Chemicals,Yes,No,-,-
EADS,NL0000235190,NL0000235190,PAR,EAD,2713 Aerospace,EUR,22.405,1478529,2.68,2009/12/11 17:39,32877242,"820,183,941","18,376,221,198",Compartment A (Large Caps),Netherlands zone  ,SRD and PEA eligible,Continuous,21.595,22.475,2009/12/11 13:53,21.5,2009/12/11 9:00,28.47,25.39,2025/7/11,17.555,2003/1/11,21.21,25.39,2025/7/11,17.44,1931/12/10,"=LIEN_HYPERTEXTE(""http://www.eads.net"";""http://www.eads.net"")",-,0800 01 2001,2000 Industrials,2700 Industrial Goods & Services,2710 Aerospace & Defense,Yes,Yes,-,-
ECA,FR0010099515,FR0010099515,PAR,ECASA,2757 Industrial Machinery,EUR,13.65,626,-0.66,2009/12/11 16:07,8575,"6,415,198","87,567,453",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,13.72,13.73,2009/12/11 9:05,13.6,2009/12/11 14:16,-16.1,18.1,2008/4/11,12.5,2024/11/11,-7.33,18.1,2008/4/11,12.5,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.ecagroup.com"";""http://www.ecagroup.com"")",Cyrille Mantovani,+33 (0)4 94 08 90 00,2000 Industrials,2700 Industrial Goods & Services,2750 Industrial Engineering,Yes,No,-,-
EDENRED,FR0010908533,FR0010908533,PAR,EDEN,2791 Business Support Services,EUR,18.645,440506,0.43,2009/12/11 17:35,8169097,"225,897,396","4,211,856,948",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,18.465,18.7,2009/12/11 16:10,18.34,2009/12/11 9:18,5.25,22.64,2024/3/11,15.4,2009/8/11,2.73,22.64,2024/3/11,15.4,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.edenred.com"";""http://www.edenred.com"")",-,-,2000 Industrials,2700 Industrial Goods & Services,2790 Support Services,Yes,Yes,-,-
EDF,FR0010242511,FR0010242511,PAR,EDF,7535 Conventional Electricity,EUR,19.7,1635197,2.58,2009/12/11 17:35,29865751,"1,848,866,662","36,422,673,241",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,19.035,19.7,2009/12/11 17:29,19,2009/12/11 11:03,-35.82,32.75,2018/2/11,17.715,2023/11/11,-38.02,32.75,2018/2/11,17.72,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.actionnaires.edf.com"";""http://www.actionnaires.edf.com"")",-,-,7000 Utilities,7500 Utilities,7530 Electricity,Yes,Yes,-,-
EGIDE,FR0000072373,FR0000072373,PAR,GID,2733 Electrical Components & Equipment,EUR,6.3,24,1.61,2009/12/11 17:27,149,"1,286,275","8,103,533",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,6.2,6.3,2009/12/11 17:27,6.2,2009/12/11 9:15,11.7,26,2024/3/11,5.38,2004/1/11,12.9,26,2024/3/11,5.28,2020/12/10,"=LIEN_HYPERTEXTE(""http://www.egide.fr"";""http://www.egide.fr"")",Philippe Lussiez,+ 33 (0) 1 30 68 81 20,2000 Industrials,2700 Industrial Goods & Services,2730 Electronical & Electrical Equipment,Yes,No,-,-
EIFFAGE,FR0000130452,FR0000130452,PAR,FGR,2357 Heavy Construction,EUR,17.62,188781,3.13,2009/12/11 17:35,3316212,"90,000,000","1,585,800,000",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,17,17.93,2009/12/11 16:04,17,2009/12/11 9:00,-46.61,47.85,2001/6/11,16.35,2025/11/11,-49.94,47.85,2001/6/11,16.35,2025/11/11,"=LIEN_HYPERTEXTE(""http://www.eiffage.fr"";""http://www.eiffage.fr"")",-,-,2000 Industrials,2300 Construction & Materials,2350 Construction & Materials,Yes,Yes,-,-
ELEC.MADAGASCAR,FR0000035719,FR0000035719,PAR,EEM,8985 Equity Investment Instruments,EUR,18.99,1023,1.5,2009/12/11 17:21,19219,"3,250,000","61,717,500",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,18.69,19,2009/12/11 10:41,18.6,2009/12/11 14:25,47.67,19.6,2022/11/11,12.3,2026/1/11,42.46,19.6,2022/11/11,12.3,2026/1/11,"=LIEN_HYPERTEXTE(""http://www.eem-group.com"";""http://www.eem-group.com"")",-,-,8000 Financials,8900 Equity/NonEquity Investment Instruments,8980 Equity Investment Instruments,Yes,No,-,-
ELEC.STRASBOURG,FR0000031023,FR0000031023,PAR,ELEC,7535 Conventional Electricity,EUR,96.25,273,-1.76,2009/12/11 17:35,26274,"7,154,386","688,609,653",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,96.01,97.98,2009/12/11 16:06,96,2009/12/11 10:12,-14.82,125,2018/4/11,94.49,2004/10/11,-14.1,125,2018/4/11,94.49,2004/10/11,"=LIEN_HYPERTEXTE(""http://www.es-groupe.fr"";""http://www.es-groupe.fr"")",-,-,7000 Utilities,7500 Utilities,7530 Electricity,Yes,No,-,-
ELIXENS,FR0000054611,FR0000054611,PAR,ELIX,1357 Specialty Chemicals,EUR,15,385,1.28,2009/12/11 11:39,5775,"2,199,182","32,987,730",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,15,15,2009/12/11 11:30,15,2009/12/11 11:30,15.38,15.4,2028/11/11,11.88,2025/2/11,19.9,15.4,2028/11/11,11.88,2025/2/11,"=LIEN_HYPERTEXTE(""http://www.orgasynth.com"";""http://www.orgasynth.com"")",-,-,1000 BasicMaterials,1300 Chemicals,1350 Chemicals,Yes,No,-,-
EMME,FR0004155000,FR0004155000,PAR,EME,5557 Publishing,EUR,2.12,3,0.95,2009/12/11 16:30,6,"2,516,990","5,336,019",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,2.12,2.12,2009/12/11 16:30,2.12,2009/12/11 16:30,-25.09,5,2013/7/11,2.1,2005/12/11,-3.2,5,2013/7/11,2.1,2005/12/11,"=LIEN_HYPERTEXTE(""http://www.emme-finance.com"";""http://www.emme-finance.com"")",Thierry Bonnefoi,+33 (0) 1 55 20 25 50,5000 Consumer Services,5500 Media,5550 Media,Yes,No,-,-
ENCRES DUBUIT,FR0004030708,FR0004030708,PAR,DBT,1357 Specialty Chemicals,EUR,4.04,1327,0.25,2009/12/11 17:22,5351,"3,141,000","12,689,640",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,4.03,4.04,2009/12/11 11:21,4.03,2009/12/11 9:00,-21.86,5.7,1931/1/11,3.69,2009/8/11,-10.22,5.7,1931/1/11,3.69,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.encresdubuit.com"";""http://www.encresdubuit.com"")",Chrystelle Ferrari,164674160,1000 BasicMaterials,1300 Chemicals,1350 Chemicals,Yes,No,-,-
ENTREP.CONTRACTING,FR0010204321,FR0010204321,PAR,ENTC,0573 Oil Equipment & Services,EUR,71.5,2291,0.7,2009/12/11 17:35,162437,"5,165,408","369,326,672",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,70.7,72,2009/12/11 15:16,70,2009/12/11 9:00,-37.77,116.49,2003/1/11,65,1930/11/11,-23.94,116.79,2029/12/10,65,1930/11/11,"=LIEN_HYPERTEXTE(""http://www.entrepose.fr"";""http://www.entrepose.fr"")",Clarisse Lebreton,01 57 60 93 00,0001 Oil&Gas,0500 Oil & Gas,"0570 Oil Equipment, Services & Distribution",Yes,No,-,-
ERAMET,FR0000131757,FR0000131757,PAR,ERA,1755 Nonferrous Metals,EUR,98.05,75448,1.7,2009/12/11 17:35,7398559,"26,513,466","2,599,645,341",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,95.4,100,2009/12/11 12:51,95.4,2009/12/11 9:00,-61.77,278.5,2017/2/11,80.05,2023/11/11,-61.53,278.5,2017/2/11,80.05,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.eramet.fr"";""http://www.eramet.fr"")",Philippe JOLY,01.45.38.42.02,1000 BasicMaterials,1700 Basic Resources,1750 Industrial Metals & Mining,Yes,Yes,-,-
ESI GROUP,FR0004110310,FR0004110310,PAR,ESI,9537 Software,EUR,13.17,1521,0.15,2009/12/11 16:54,19987,"5,866,529","77,262,187",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,13.1,13.18,2009/12/11 15:09,13.05,2009/12/11 15:49,23.55,14.25,2002/5/11,9.8,2022/9/11,27.74,14.25,2002/5/11,9.8,2022/9/11,"=LIEN_HYPERTEXTE(""http://www.esi-group.com"";""http://www.esi-group.com"")",Romefort-Régnier Corinne,01.53.65.14.14,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
ESPACE PROD BS,FR0010559641,FR0010559641,PAR,EHOBS,3726 Furnishings,EUR,9.3,3312,0,2018/7/11 17:00,30802,368,"3,422",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,9.3,9.3,2018/7/11 17:00,9.3,2018/7/11 17:00,0,9.3,2015/7/11,9.3,2015/7/11,0,9.3,2015/7/11,9.3,2015/7/11,-,-,-,3000 ConsumerGoods,3700 Personal,3720 Household Goods & Home Construction,Yes,No,-,-
ESPACE PRODUCTION,FR0004048072,FR0004048072,PAR,EHO,3726 Furnishings,EUR,10.41,40,-1.98,2008/12/11 16:30,416,"2,647,882","27,564,452",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,10.41,10.41,2008/12/11 16:30,10.41,2008/12/11 16:30,-17.77,21,2013/7/11,10.41,2008/12/11,-25.11,21,2013/7/11,10.41,2008/12/11,"=LIEN_HYPERTEXTE(""http://www.epi.fr"";""http://www.epi.fr"")",-,-,3000 ConsumerGoods,3700 Personal,3720 Household Goods & Home Construction,Yes,No,-,-
